texte,quantity_kg,article_context,machine_context
Réf. recette — Fiber ratio global 1.1 — ligne papier,4.294,,
Réf. recette — Fiber ratio kg/t papier,113.987,,
Réf. recette — Fiber ratio machine PM,308.832,,
Réf. recette — Fiber ratio ratio,121.801,,
Réf. recette — Fiber ratio tour formation,353.146,,
Réf. recette — Fiber ratio wet end,318.05,,
Réf. recette — Fiber ratio — Cannelure Fluting,203.912,,
Réf. recette — Fiber ratio — Cannelure Fluting (kg/t),445.99,,
Réf. recette — Fiber ratio — Cannelure Fluting kg/t papier,145.739,,
Réf. recette — Fiber ratio — Cannelure Fluting machine PM,163.208,,
Réf. recette — Fiber ratio — Cannelure Fluting ratio,282.355,,
Réf. recette — Fiber ratio — Cannelure Fluting tour formation,313.648,,
Réf. recette — Fiber ratio — Cannelure Fluting wet end,134.947,,
Réf. recette — Fiber ratio — Cannelure Fluting — ligne papier,349.51,,
Réf. recette — Fiber ratio — ligne papier,388.605,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon,244.414,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon (kg/t),7.703,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon kg/t papier,197.186,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon machine PM,409.716,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon ratio,102.358,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon tour formation,362.432,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon wet end,4.436,,
Réf. recette — Fibre / charge : Apport pâte standard et flocon — ligne papier,140.359,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon,450.114,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon (kg/t),96.479,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon kg/t papier,252.82,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon machine PM,429.438,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon ratio,46.173,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon tour formation,21.066,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon wet end,155.806,,
Réf. recette — Fibre / charge : Apport standard pulp et flocon — ligne papier,357.763,,
Réf. recette — Flocon pulp apport résistance,57.064,,
Réf. recette — Flocon pulp apport résistance (kg/t),313.937,,
Réf. recette — Flocon pulp apport résistance kg/t papier,148.391,,
Réf. recette — Flocon pulp apport résistance machine PM,316.7,,
Réf. recette — Flocon pulp apport résistance ratio,209.135,,
Réf. recette — Flocon pulp apport résistance tour formation,374.393,,
Réf. recette — Flocon pulp apport résistance wet end,169.38,,
Réf. recette — Flocon pulp apport résistance — ligne papier,468.034,,
Réf. recette — Flocon pulp ratio,305.844,,
Réf. recette — Flocon pulp ratio (kg/t),72.057,,
Réf. recette — Flocon pulp ratio kg/t papier,290.999,,
Réf. recette — Flocon pulp ratio machine PM,369.715,,
Réf. recette — Flocon pulp ratio ratio,134.148,,
Réf. recette — Flocon pulp ratio tour formation,108.905,,
Réf. recette — Flocon pulp ratio wet end,65.39,,
Réf. recette — Flocon pulp ratio — ligne papier,329.928,,
Réf. recette — Flocon ratio pâte,118.062,,
Réf. recette — Flocon ratio pâte (kg/t),137.737,,
Réf. recette — Flocon ratio pâte kg/t papier,74.962,,
Réf. recette — Flocon ratio pâte machine PM,454.175,,
Réf. recette — Flocon ratio pâte ratio,123.112,,
Réf. recette — Flocon ratio pâte tour formation,471.969,,
Réf. recette — Flocon ratio pâte wet end,96.444,,
Réf. recette — Flocon ratio pâte — ligne papier,241.495,,
Réf. recette — Matière première fibreuse ligne carton,14.012,,
Réf. recette — Matière première fibreuse ligne carton (kg/t),93.454,,
Réf. recette — Matière première fibreuse ligne carton kg/t papier,41.691,,
Réf. recette — Matière première fibreuse ligne carton machine PM,396.715,,
Réf. recette — Matière première fibreuse ligne carton ratio,58.534,,
Réf. recette — Matière première fibreuse ligne carton tour formation,69.663,,
Réf. recette — Matière première fibreuse ligne carton wet end,298.59,,
Réf. recette — Matière première fibreuse ligne carton — ligne papier,246.306,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier,243.614,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier (kg/t),427.101,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier kg/t papier,404.09,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier machine PM,225.501,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier ratio,119.977,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier tour formation,37.712,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier wet end,403.835,,
Réf. recette — Matière première fibreuse ligne carton — Sotipapier — ligne papier,478.437,,
Réf. recette — Mélange déchets de papier et pulp,282.247,,
Réf. recette — Mélange déchets de papier et pulp (kg/t),10.794,,
Réf. recette — Mélange déchets de papier et pulp kg/t papier,383.451,,
Réf. recette — Mélange déchets de papier et pulp machine PM,389.954,,
Réf. recette — Mélange déchets de papier et pulp ratio,127.158,,
Réf. recette — Mélange déchets de papier et pulp tour formation,122.663,,
Réf. recette — Mélange déchets de papier et pulp wet end,461.336,,
Réf. recette — Mélange déchets de papier et pulp — ligne papier,188.982,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier,293.912,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier (kg/t),15.788,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier kg/t papier,259.564,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier machine PM,196.864,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier ratio,74.029,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier tour formation,263.005,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier wet end,148.737,,
Réf. recette — Mélange déchets de papier et pulp — Sotipapier — ligne papier,354.853,,
Réf. recette — Mélange papier de récupération et pulp,103.899,,
Réf. recette — Mélange papier de récupération et pulp (kg/t),470.393,,
Réf. recette — Mélange papier de récupération et pulp kg/t papier,369.918,,
Réf. recette — Mélange papier de récupération et pulp machine PM,265.845,,
Réf. recette — Mélange papier de récupération et pulp ratio,210.647,,
Réf. recette — Mélange papier de récupération et pulp tour formation,156.366,,
Réf. recette — Mélange papier de récupération et pulp wet end,117.606,,
Réf. recette — Mélange papier de récupération et pulp — ligne papier,420.034,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier,76.036,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier (kg/t),441.924,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier kg/t papier,128.677,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier machine PM,73.307,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier ratio,296.801,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier tour formation,125.733,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier wet end,453.651,,
Réf. recette — Mélange papier de récupération et pulp — Sotipapier — ligne papier,427.609,,
Réf. recette — Mélange waste paper et pulp,176.315,,
Réf. recette — Mélange waste paper et pulp (kg/t),210.43,,
Réf. recette — Mélange waste paper et pulp kg/t papier,426.718,,
Réf. recette — Mélange waste paper et pulp machine PM,220.55,,
Réf. recette — Mélange waste paper et pulp ratio,279.714,,
Réf. recette — Mélange waste paper et pulp tour formation,111.312,,
Réf. recette — Mélange waste paper et pulp wet end,225.004,,
Réf. recette — Mélange waste paper et pulp — ligne papier,306.32,,
Réf. recette — Mélange waste paper et pulp — Sotipapier,364.815,,
Réf. recette — Mélange waste paper et pulp — Sotipapier (kg/t),336.85,,
Réf. recette — Mélange waste paper et pulp — Sotipapier kg/t papier,194.402,,
Réf. recette — Mélange waste paper et pulp — Sotipapier machine PM,353.312,,
Réf. recette — Mélange waste paper et pulp — Sotipapier ratio,145.756,,
Réf. recette — Mélange waste paper et pulp — Sotipapier tour formation,300.124,,
Réf. recette — Mélange waste paper et pulp — Sotipapier wet end,33.292,,
Réf. recette — Mélange waste paper et pulp — Sotipapier — ligne papier,54.394,,
Réf. recette — papier de récupération Ratio,57.533,,
Réf. recette — papier de récupération Ratio (kg/t),213.7,,
Réf. recette — papier de récupération Ratio kg/t papier,361.428,,
Réf. recette — papier de récupération Ratio machine PM,410.142,,
Réf. recette — papier de récupération ratio masse,116.28,,
Réf. recette — papier de récupération ratio masse (kg/t),38.945,,
Réf. recette — papier de récupération ratio masse kg/t papier,373.679,,
Réf. recette — papier de récupération ratio masse machine PM,173.677,,
Réf. recette — papier de récupération ratio masse ratio,471.71,,
Réf. recette — papier de récupération ratio masse tour formation,208.713,,
Réf. recette — papier de récupération ratio masse wet end,457.67,,
Réf. recette — papier de récupération ratio masse — ligne papier,425.686,,
Réf. recette — papier de récupération Ratio ratio,193.48,,
Réf. recette — papier de récupération Ratio tour formation,439.045,,
Réf. recette — papier de récupération Ratio wet end,275.985,,
Réf. recette — papier de récupération Ratio — ligne papier,496.126,,
Réf. recette — Pulp Ratio,218.688,,
Réf. recette — Pulp Ratio (kg/t),188.317,,
Réf. recette — Pulp Ratio kg/t papier,205.457,,
Réf. recette — Pulp ratio Kraft pour sacs,122.721,,
Réf. recette — Pulp ratio Kraft pour sacs (kg/t),265.854,,
Réf. recette — Pulp ratio Kraft pour sacs kg/t papier,6.63,,
Réf. recette — Pulp ratio Kraft pour sacs machine PM,142.497,,
Réf. recette — Pulp ratio Kraft pour sacs ratio,229.73,,
Réf. recette — Pulp ratio Kraft pour sacs tour formation,95.717,,
Réf. recette — Pulp ratio Kraft pour sacs wet end,431.479,,
Réf. recette — Pulp ratio Kraft pour sacs — ligne papier,455.265,,
Réf. recette — Pulp Ratio machine PM,408.626,,
Réf. recette — Pulp Ratio ratio,280.213,,
Réf. recette — Pulp Ratio tour formation,146.595,,
Réf. recette — Pulp Ratio wet end,316.227,,
Réf. recette — Pulp Ratio — ligne papier,470.013,,
Réf. recette — pâte flocon apport résistance,380.178,,
Réf. recette — pâte flocon apport résistance (kg/t),65.104,,
Réf. recette — pâte flocon apport résistance kg/t papier,192.938,,
Réf. recette — pâte flocon apport résistance machine PM,160.295,,
Réf. recette — pâte flocon apport résistance ratio,153.069,,
Réf. recette — pâte flocon apport résistance tour formation,240.713,,
Réf. recette — pâte flocon apport résistance wet end,131.406,,
Réf. recette — pâte flocon apport résistance — ligne papier,331.548,,
Réf. recette — pâte flocon ratio,29.051,,
Réf. recette — pâte flocon ratio (kg/t),66.888,,
Réf. recette — pâte flocon ratio kg/t papier,82.548,,
Réf. recette — pâte flocon ratio machine PM,263.218,,
Réf. recette — pâte flocon ratio ratio,108.417,,
Réf. recette — pâte flocon ratio tour formation,464.712,,
Réf. recette — pâte flocon ratio wet end,428.248,,
Réf. recette — pâte flocon ratio — ligne papier,354.815,,
Réf. recette — pâte standard fibre vierge,137.88,,
Réf. recette — pâte standard fibre vierge (kg/t),73.398,,
Réf. recette — pâte standard fibre vierge kg/t papier,77.705,,
Réf. recette — pâte standard fibre vierge machine PM,377.117,,
Réf. recette — pâte standard fibre vierge ratio,330.86,,
Réf. recette — pâte standard fibre vierge tour formation,236.686,,
Réf. recette — pâte standard fibre vierge wet end,366.82,,
Réf. recette — pâte standard fibre vierge — ligne papier,5.917,,
Réf. recette — pâte standard ratio,126.045,,
Réf. recette — pâte standard ratio (kg/t),302.213,,
Réf. recette — pâte standard ratio kg/t papier,151.876,,
Réf. recette — pâte standard ratio machine PM,281.02,,
Réf. recette — pâte standard ratio ratio,72.683,,
Réf. recette — pâte standard ratio tour formation,365.708,,
Réf. recette — pâte standard ratio wet end,175.79,,
Réf. recette — pâte standard ratio — ligne papier,165.298,,
Réf. recette — ratio fibre,414.398,,
Réf. recette — ratio fibre (kg/t),343.559,,
Réf. recette — Ratio fibre / déchets papier process,105.868,,
Réf. recette — Ratio fibre / déchets papier process (kg/t),136.794,,
Réf. recette — Ratio fibre / déchets papier process kg/t papier,61.652,,
Réf. recette — Ratio fibre / déchets papier process machine PM,140.697,,
Réf. recette — Ratio fibre / déchets papier process ratio,471.325,,
Réf. recette — Ratio fibre / déchets papier process tour formation,109.945,,
Réf. recette — Ratio fibre / déchets papier process wet end,288.661,,
Réf. recette — Ratio fibre / déchets papier process — ligne papier,220.908,,
Réf. recette — Ratio fibre déchets papier,129.545,,
Réf. recette — Ratio fibre déchets papier (kg/t),145.254,,
Réf. recette — Ratio fibre déchets papier kg/t papier,206.521,,
Réf. recette — Ratio fibre déchets papier machine PM,65.372,,
Réf. recette — Ratio fibre déchets papier ratio,247.71,,
Réf. recette — Ratio fibre déchets papier tour formation,138.619,,
Réf. recette — Ratio fibre déchets papier wet end,151.961,,
Réf. recette — Ratio fibre déchets papier — ligne papier,125.724,,
Réf. recette — ratio fibre global 1.1,482.608,,
Réf. recette — ratio fibre global 1.1 (kg/t),350.433,,
Réf. recette — ratio fibre global 1.1 kg/t papier,253.721,,
Réf. recette — ratio fibre global 1.1 machine PM,267.463,,
